subcriterion_id,criterion_id,area_id,criterion_type,sharpens,text,source_document
PS-03.02B,PS-03,PS,basic,,The security measures are designed to detect and prevent unauthorised access so that the information security of the cloud service is not compromised.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-03.03B,PS-03,PS,basic,,"The outer doors, windows and other construction elements exhibit an appropriate security level so that their combined resistance time withstand a break-in attempt for at least ten minutes in total. This time period applies from the moment an external intruder is detected (e.g. by perimeter surveillance).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-03.04B,PS-03,PS,basic,,The surrounding wall constructions as well as the locking mechanisms meet the associated requirements.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-03.05B,PS-03,PS,basic,,"If the construction elements as a whole do not fully meet the associated requirements, compensating controls are implemented to restore the appropriate security level.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-03.06B,PS-03,PS,basic,,Data centre personnel are trained on how to respond effectively to unauthorised ingress or egress attempts.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-03.01AC,PS-03,PS,additional_complementing,,"The security measures installed at the site include permanently present security personnel (at least two individuals), video surveillance and anti-burglary systems.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-04.01B,PS-04,PS,basic,,"Preventive and detective physical access controls in premises and buildings related to the cloud service provided are implemented. They are in accordance with the cloud service provider’s security requirements (cf. PS-01) and based on the principles defined in IAM-01 to prevent unauthorised access. They are documented and communicated in a policy or framework in accordance with SP-01 and include the following aspects: 1. Specified procedure for the granting and modifying of user accounts and access rights (cf. IAM-02) based on the ‘least-privilege-principle’ and the ‘need-to-know-principle’; 2. Revocation of access authorisations if they have not been used for a period of two months. Exceptions are only made for well-founded individual cases and follow a defined exception process according to SP-03; 3. Authentication with at least one factor for access to any non-public area; 4. Multi-factor authentication for access to areas hosting system components that process cloud service customer data; Basic Criteria, Additional Criteria, Supplementary Information 5. Existence and nature of access logging that enables the cloud service provider, in the sense of an effectiveness audit, to check whether only defined personnel have entered the premises and buildings related to the cloud service provided; 6. Physical access control exceptions applicable in case of emergency, including an analysis procedure following every use of these exceptions; and 7. For visitors and external personnel, measures that ensure identification and tracking of every individual such that their activities are traceable and - in case of activities that infringe information security - stoppable in an appropriate reaction time. These measures are appropriate and proportional to the sensitivity of the zone the visitors or external personnel are in. The appropriate reaction time frame is determined based on a risk assessment (cf. OIS-07).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-04.02B,PS-04,PS,basic,,The cloud service provider displays a warning at the entrance of each applicable non-public area regarding its limits and access conditions.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-04.03B,PS-04,PS,basic,,"Physical access control to the site is managed by an electronic access control system that supports authentication, authorisation, and logging of entry and exit events.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-05.01B,PS-05,PS,basic,,"Premises and buildings related to the cloud service provided are protected from fire, smoke, lightning and unwanted water by structural, technical and organisational measures that meet the security requirements of the cloud service provider (cf. PS-01).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-05.02B,PS-05,PS,basic,,"Structural Measures include the following aspects: 1. Establishment of fire sections with a fire resistance duration of at least 90 minutes for all structural parts, or alternatively, equivalent organisational and technical measures that ensure the same level of protection standard as 90-minutes fire-resistant structural parts or establishment of compensating measures for containing fires and maintaining operational capability. If compensating measures are taken into account, the fire resistance of structural parts has to be at least 60 minutes; 2. Effective implementation of measures to protect against lightning and overvoltage damage; and 3. Effective implementation of measures to protect against flooding, unless critical facilities are located significantly above the highest flood level at the location of the cloud data centre. Additionally, appropriate measures to mitigate the effects of heavy rain are implemented, unless critical facilities are located significantly above the backwater level at the location of the cloud data centre.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-05.03B,PS-05,PS,basic,,Technical Measures include the following aspects: 1. Early fire detection with automatic voltage release. The monitored areas are sufficiently fragmented to ensure that the prevention of the spread of incipient fires is proportionate to the maintenance of the availability of the cloud service provided; 2. Extinguishing system or oxygen reduction; and 3. Fire alarm system with reporting to the local fire department.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-05.04B,PS-05,PS,basic,,Organisational Measures include the following aspects: 1. Regular fire protection inspections to check compliance with fire protection requirements; and 2. Regular fire protection exercises.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.01B,PS-06,PS,basic,,"Measures to prevent the failure of the technical supply facilities required for the operation of system components with which cloud service customer data is processed and to protect equipment containing cloud service customer data, are documented and set up in accordance with the security requirements of the cloud service provider (cf. PS-01) with respect to the following aspects: 1. Operational redundancy (N+1) in power and cooling supply; 2. Use of appropriately sized uninterruptible power supplies (UPSes) and emergency power supplies (EPSes), designed to ensure that all data remains undamaged in the event of a power failure. The functionality of UPSes and EPSes is checked at least annually by suitable tests and exercises (cf. BCM-04); 3. Maintenance (servicing, inspection, repair) of the utilities in accordance with the manufacturer’s recommendations; and 4. Protection of power supply and telecommunications lines against interruption, interference, damage and eavesdropping.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.02B,PS-06,PS,basic,,Uninterruptible Power Supplies (UPSes) and Emergency Power Supplies (EPSes) are implemented to comply with the availability requirements defined in the Service Level Agreement.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.03B,PS-06,PS,basic,,"The protection of power supply and telecommunications lines is checked regularly, but at least every two years as well as in case of suspected manipulation, by qualified personnel regarding the following aspects: Basic Criteria, Additional Criteria, Supplementary Information 1. Traces of violent attempts to open closed distributors; 2. Up-to-dateness of the documentation within the distributor; 3. Conformity of the actual wiring and patching with the documentation; 4. The short-circuits and earthing of unneeded cables and wires are intact; and 5. Impermissible installations and modifications.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.01AC,PS-06,PS,additional_complementing,,"The cooling supply system is designed in such a way that the permissible operating and environmental parameters are also ensured on at least five consecutive days with the highest outside temperatures that can reasonably be estimated to occur at the locations of the premises and buildings within the lifespan of the cooling supply system, with an appropriate safety margin.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.02AC,PS-06,PS,additional_complementing,,The connection to the telecommunications network is designed with sufficient redundancy so that the failure of a telecommunications network does not impair the security or performance of the cloud service provider.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.03AC,PS-06,PS,additional_complementing,,"The cloud service provider implements measures to ensure the compatibility of the conditions for installation, maintenance and servicing of the related technical equipment (e.g., electrical power, air conditioning, fire protection) with the cloud service’s availability and security requirements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-06.04AC,PS-06,PS,additional_complementing,,The cloud service provider ensures that maintenance agreements for equipment used for the hosting of the cloud service enable the timely installation of security updates on this equipment.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-07.01B,PS-07,PS,basic,,The operating parameters of the technical utilities (cf. PS-06) and the environmental parameters of the premises and buildings related to the cloud service provided are monitored and controlled in accordance with the security requirements of the cloud service provider (cf. PS-01).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-07.02B,PS-07,PS,basic,,"When the permitted control range is exceeded, the responsible departments at the cloud service provider are automatically informed in order to timely initiate the necessary measures for return to the control range.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
PS-08.01B,PS-08,PS,basic,,"Based on a risk assessment according to OIS-07, security requirements for office environments are documented, communicated and provided in accordance with SP-01. The security requirements for rented Basic Criteria, Additional Criteria, Supplementary Information offices take into account proportionality and appropriateness, potentially being less extensive than those in own office environments. These security requirements encompass various aspects for a safe and secure working environment, including at least: 1. Physical access controls, such as key cards and biometric scanners, for office buildings; 2. Use of screen locks and privacy screens for workstations; 3. No openly visible confidential data at temporarily unattended workstations; 4. Disposal of all company documents that are no longer required within the company premise; 5. Prohibition of the use of third party equipment; and 6. Securing the entrances of office premises with alarm systems and surveillance cameras.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-01.01B,OPS-01,OPS,basic,,The planning of capacities and resources (personnel and system components) follows an established procedure in order to avoid possible capacity restrictions.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-01.02B,OPS-01,OPS,basic,,"The procedures include forecasting future capacity requirements in order to identify usage trends and manage system overload. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-01.03B,OPS-01,OPS,basic,,"The cloud service provider takes appropriate measures to ensure that they continue to meet the requirements agreed with cloud service customers for the provision of the cloud service in the event of capacity restrictions or outages regarding personnel and system components. This applies in particular to those relating to the dedicated use of system components, in accordance with the respective agreements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-01.01AC,OPS-01,OPS,additional_complementing,,The forecasts are considered in accordance with the service level agreement for planning and preparing the provisioning.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-02.01B,OPS-02,OPS,basic,,"Procedures and technical safeguards for the monitoring, provisioning and de-provisioning of cloud services are defined. The cloud service provider ensures that resources are delivered as contractually agreed with the customers. The cloud service provider ensures compliance with the service level agreements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-02.02B,OPS-02,OPS,basic,,Capacity restrictions that result in breaches of contractual obligations are to be reported to cloud service customers in accordance with OPS-24.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-02.01AC,OPS-02,OPS,additional_complementing,,"To monitor capacity and availability managed by the cloud service customer, the relevant information is available to the cloud service customer in a self-service portal.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-03.01B,OPS-03,OPS,basic,,"Depending on the capabilities of the respective service model, the cloud service customer can control and monitor the allocation of the system components assigned to the customer for administration/use in order to avoid overcrowding of resources and to achieve sufficient performance.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-03.02B,OPS-03,OPS,basic,,"If there are significant security changes, or planned significant security changes, in the system components provided as part of the cloud service and allocated by the cloud service customer, the cloud service provider informs the cloud service customer about them.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-04.01B,OPS-04,OPS,basic,,"Policies and procedures with specifications for protection against malware are documented, communicated, and provided in accordance with SP-01 with respect to the following aspects: 1. Use of system-specific protection mechanisms; 2. Operating protection programmes on system components under the responsibility of the cloud service provider; 3. Operation of protection programmes for personnel’s terminal equipment; and 4. Operation of protection programmes on flows coming in over cloud service provider end-devices, as well as all other incoming flows.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.01B,OPS-05,OPS,basic,,System components under the cloud service provider’s responsibility that are used to operate the cloud service in the production environment are configured with malware protection according to the policies and procedures.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.02B,OPS-05,OPS,basic,,"If protection programmes are set up with signature or behaviour-based malware detection and removal, these protection programmes are regularly updated with the latest malware definitions when they are available, at least on a daily basis.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.03B,OPS-05,OPS,basic,,"The cloud service provider creates regular reports on the checks performed by the operated protection programmes, which are reviewed and analysed by authorised individuals, bodies or committees.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.02AS,OPS-05,OPS,additional_sharpening,OPS-05.02B,"If protection programmes are set up with signature and behaviour-based malware detection and removal, these protection programmes are regularly updated with the latest malware definitions when they are available, at the highest frequency that the vendor(s) offer(s) where applicable.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.01AC,OPS-05,OPS,additional_complementing,,Policies and procedures describe the technical measures taken to securely configure and monitor the management console (both the customer’s self-service and the service provider’s cloud administration) to protect it from malware.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.02AC,OPS-05,OPS,additional_complementing,,The configuration of the protection mechanisms is monitored automatically.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-05.03AC,OPS-05,OPS,additional_complementing,,"Deviations from the specifications are automatically reported to the cloud service provider’s subject matter experts so that they can be immediately assessed and the necessary measures taken. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-06.01B,OPS-06,OPS,basic,,"Policies and procedures for regular backup or replication and regular restore of cloud service customer data, cloud service derived data and cloud service provider data according to the sensitivity of the data are documented, communicated and provided in accordance with SP-01 regarding the following aspects: 1. The extent and frequency of data backups and the duration of data retention are consistent with the contractual agreements with the cloud service customers and the cloud service provider’s operational continuity requirements for Recovery Time Objective (RTO) and Recovery Point Objective (RPO); 2. Data is backed up in encrypted, state of the art form; 3. Secure storage, transfer, management and disposal of backup data; 4. Access to the backed-up data and the execution of restores is performed only by authorised persons; 5. Tests of data restore procedures by the cloud service provider (cf. OPS-08); and 6. If part of the contractual agreement: Execution of actual data restore requests or restore tests initiated by the cloud service customer. The policies and procedures include conditions for those parts of cloud service provider data that do not require a backup. For those parts of cloud service provider data, this subcriterion is not applicable.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-06.01AS,OPS-06,OPS,additional_sharpening,OPS-06.01B,"Policies and procedures for at least daily backup or replication and at least daily restore of cloud service customer data, cloud service derived data and cloud service provider data according to the sensitivity of the data are documented, communicated and provided in accordance with SP-01 regarding the following aspects: Basic Criteria, Additional Criteria, Supplementary Information 1. The extent and frequency of data backups and the duration of data retention are consistent with the contractual agreements with the cloud service customers and the cloud service provider’s operational continuity requirements for Recovery Time Objective (RTO) and Recovery Point Objective (RPO); 2. Data is backed up in encrypted, state of the art form; 3. Secure storage, transfer, management and disposal of backup data; 4. Access to the backed-up data and the execution of restores is performed only by authorised persons; 5. Tests of data restore procedures by the cloud service provider (cf. OPS-08); and 6. If part of the contractual agreement: Execution of actual data restore requests or restore tests initiated by the cloud service customer. The policies and procedures include conditions for those parts of cloud service provider data that do not require a backup. For those parts of cloud service provider data, this subcriterion is not applicable.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-07.01B,OPS-07,OPS,basic,,"The execution of backups of cloud service customer data, cloud service derived data and cloud service provider data is monitored by technical and organisational measures documented and implemented in accordance with the policies and procedures for data backup and recovery (cf. OPS-06).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-07.02B,OPS-07,OPS,basic,,Incidents are investigated by qualified personnel and rectified timely to ensure compliance with contractual obligations to cloud service customers or the cloud service provider’s business requirements regarding the scope and frequency of data backup and the duration of storage.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-07.01AC,OPS-07,OPS,additional_complementing,,The relevant logs or summarised results are available to the cloud service customer in a self-service portal for monitoring the data backup.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.01B,OPS-08,OPS,basic,,"Restore procedures are tested regularly, at least annually. The tests include cloud service provider data and, if contractually agreed upon, cloud service customer data and cloud service derived data. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.02B,OPS-08,OPS,basic,,"The tests allow an assessment as to whether the contractual agreements as well as the specifications for the maximum tolerable downtime (Recovery Time Objective, RTO) and the maximum permissible data loss (Recovery Point Objective, RPO) are adhered to (cf. BCM-02).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.03B,OPS-08,OPS,basic,,Cloud service customer data is only restored in environments that are subject to the same access restrictions as the production environment.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.04B,OPS-08,OPS,basic,,Performed restore tests are thoroughly documented. This also includes the documentation of the safe disposal of the restored data.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.05B,OPS-08,OPS,basic,,Deviations from the specifications are reported to the responsible personnel or system components so that these can timely assess the deviations and initiate the necessary actions.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.01AC,OPS-08,OPS,additional_complementing,,"At the customer’s request, the cloud service provider informs the cloud service customer of the results of the restore tests.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-08.02AC,OPS-08,OPS,additional_complementing,,Restore tests are included in the cloud service provider’s business continuity management.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-09.01B,OPS-09,OPS,basic,,"The cloud service provider transfers cloud service provider data and, if contractually agreed upon, cloud service customer data and cloud service derived data to be backed up to a remote location or transports these on backup media to a remote location.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-09.02B,OPS-09,OPS,basic,,"The protection needs resulting from the data classification of the original data (e.g., encryption, access control) are also applied to backups.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-09.03B,OPS-09,OPS,basic,,"If the data backup is transmitted to the remote location via a network, the data backup or the transmission of the data takes place in an encrypted form that corresponds to the state of the art (cf. CRY-04).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-09.04B,OPS-09,OPS,basic,,The distance to the main site is chosen after sufficient consideration of the factors recovery times and impact of disasters on both sites.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-09.05B,OPS-09,OPS,basic,,The physical and environmental security measures at the remote site are equivalent to those at the main site.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-10.01B,OPS-10,OPS,basic,,"The cloud service provider has established policies and procedures that govern the logging and monitoring of events on system components within its area of responsibility. These policies and procedures are documented, communicated and provided according to SP-01 with respect to the following aspects: 1. Definition of events that could lead to a violation of the protection goals; 2. Specifications for activating, stopping and pausing the various logs; 3. Information regarding the purpose and retention period of the logs; 4. Definition of roles, responsibilities and authorities for setting up and monitoring logging; 5. Definition of log data allowed for transfer to cloud service customers and technical requirements of such a transfer; 6. Information regarding timestamps used in event creation; 7. Time synchronisation of system components with at least one approved time source that the cloud service provider considers to be reliable based on defined criteria. If several time sources are used, they are consistent with each other. The time sources can also be synchronised to several external reliable sources, except when used for isolated networks; and 8. Compliance with legal and regulatory frameworks.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-11.01B,OPS-11,OPS,basic,,"Policies and procedures for the secure handling of cloud service derived data and account data are documented, communicated and provided according to SP-01 with regard to at least the following aspects: Basic Criteria, Additional Criteria, Supplementary Information 1. Cloud service derived data and account data is collected and used solely to administer and operate the cloud service, including purposes related to the implementation of security controls; 2. No commercial use beyond the aforementioned purpose to administer and operate the cloud service; 3. Storage for a fixed period reasonably related to the purposes of the collection; 4. The confidentiality and integrity of the logs is protected through appropriate security controls; 5. As far as technically possible, anonymised cloud service derived data is used only in a way so that no conclusions can be drawn about the usage behaviour of individual users of the cloud service customer; 6. Cloud service derived data that has been fully anonymised and cannot be traced back to individual cloud service customers may be further processed and retained, provided no contractual or legal restrictions exist, otherwise immediate deletion if the purposes of the collection are fulfilled and further storage is no longer necessary; and 7. Provision to cloud service customers according to contractual agreements.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-11.02B,OPS-11,OPS,basic,,"The cloud service provider specifies in the contractual agreements with cloud service customers all purposes for which cloud service derived data are collected and used, except for those purposes that are inherent to the general operation of all cloud services.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-11.01AC,OPS-11,OPS,additional_complementing,,"Personal data is automatically removed from the log data before the cloud service provider processes it, as far as technically possible. The removal is done in a way that allows the cloud service provider to continue to use the log data for the purpose for which it was collected.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-11.02AC,OPS-11,OPS,additional_complementing,,"Cloud service derived data, particularly log data, is included in regulatory compliance assessments.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-12.01B,OPS-12,OPS,basic,,"The requirements for the logging and monitoring of events and for the secure handling of cloud service derived data and cloud service provider data (cf. OPS-10, OPS-11) are implemented by technically supported procedures with regard to the following restrictions: 1. Access only for authorised users and systems; 2. Retention for the specified period; and 3. Deletion when further retention is no longer necessary for the purpose of collection.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
