paragraph_id,article_id,article_number,paragraph_number,citation,text,source_document
art_41_p4,art_41,41,4,Art. 41 para. 4,"If neither the accuracy nor the inaccuracy of the relevant personal data can be established, the federal body shall mark the data as being disputed.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_41_p5,art_41,41,5,Art. 41 para. 5,"The correction, deletion or destruction of personal data may not be requested in connection with the stocks held by publicly accessible libraries, education and training institutions, museums, archives or other public memory institutions. If the applicant credibly shows an overriding interest, he or she may request the institution to restrict access to the disputed data. Paragraphs 3 and 4 do not apply.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_41_p6,art_41,41,6,Art. 41 para. 6,The procedure is governed by the APA. The exceptions in Articles 2 and 3 APA do not apply.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_42_p0,art_42,42,,Art. 42,"Where proceedings relating to access to official documents that contain personal data in accordance with the Freedom of Information Act of 17 December 2004 are pending, the data subject may claim those rights in the proceedings that they would have under Article 41 of this Act in relation to the documents that are the subject matter of the access proceedings.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p1,art_43,43,1,Art. 43 para. 1,The United Federal Assembly shall elect the head of the FDPIC (the Commissioner).,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p2,art_43,43,2,Art. 43 para. 2,Any person with the right to vote on federal matters is eligible for election.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p3,art_43,43,3,Art. 43 para. 3,"The Commissioner's employment relationship is governed, unless this Act provides otherwise, by the Federal Personnel Act of 24 March 2000 (FPA). The Commissioner shall be insured against the financial consequences of retirement, invalidity and death with PUBLICA, the Federal Pension Fund. If the Commissioner remains in the position after reaching the age of 65 and so requests, pension cover shall be extended until the end of the employment contract, but no later than the end of the year in which the Commissioner attains the age of 68. The FDPIC shall finance the employer's contributions.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p3bis,art_43,43,3bis,Art. 43 para. 3bis,The Federal Assembly shall issue the implementing provisions relating to the Commissioner's employment contract in an ordinance.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p4,art_43,43,4,Art. 43 para. 4,"The Commissioner shall exercise his or her duties independently, without seeking or accepting instructions from any authority or third party. He or she is assigned for administrative purposes to the Federal Chancellery.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p5,art_43,43,5,Art. 43 para. 5,He or she shall have a permanent secretariat and his or her own budget. He or she shall appoint his or her staff.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_43_p6,art_43,43,6,Art. 43 para. 6,He or she is is not subject to the system of assessment under Article 4 paragraph 3 FPA.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_44_p1,art_44,44,1,Art. 44 para. 1,The Commissioner's term of office amounts to four years and may be extended twice. It begins on the first day of January following the start the National Council's legislature period.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_44_p2,art_44,44,2,Art. 44 para. 2,The Commissioner may terminate his or her employment contract at the end of any month subject to a period of six months' notice. The Judiciary Committee may in an individual case allow the Commissioner a shorter period of notice if there are no substantial interests that preclude this.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_44_p3,art_44,44,3,Art. 44 para. 3,The United Federal Assembly may remove the Commissioner from office before the end of the term of office if he or she:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_44a_p0,art_44a,44a,,Art. 44a,The Judiciary Committee may issue a reprimand if it establishes that the Commissioner has failed to comply with official duties.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_45_p0,art_45,45,,Art. 45,The FDPIC shall submit the draft of his or her budget each year via the Federal Chancellery to the Federal Council. The Federal Council shall submit the budget unchanged to the Federal Assembly.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_46_p0,art_46,46,,Art. 46,The Commissioner may not be a member of the Federal Assembly or the Federal Council and may not have any other employment relationship with the Confederation.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_47_p1,art_47,47,1,Art. 47 para. 1,The Commissioner may not have any additional occupations.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_47_p2,art_47,47,2,Art. 47 para. 2,The Judicial Committee may permit the Commissioner to carry out an additional occupation provided this does not adversely affect the exercise of his or her duties or the independence and the reputation of the FDPIC. The decision shall be published.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_47a_p0,art_47a,47a,,Art. 47a,"In the event of any dispute with regard to the Commissioner's recusal, the decision shall be taken by the president of the division of the Federal Administrative Court that is competent in data protection matters.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_48_p0,art_48,48,,Art. 48,"The FDPIC shall ensure by means of suitable control measures, in particular in relation to data security, that the legally compliant implementation of data protection regulations under federal law is guaranteed within his or her office.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_49_p1,art_49,49,1,Art. 49 para. 1,The FDPIC shall open an investigation into a federal body or a private person ex officio or in response to a report if there are sufficient indications that a data processing activity could violate data protection regulations.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_49_p2,art_49,49,2,Art. 49 para. 2,It may refrain from opening an investigation if the violation of data protection regulations is of minor importance.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_49_p3,art_49,49,3,Art. 49 para. 3,"The federal body or the private person shall provide the FDPIC with all the information and documents that is needed for the investigation. The right to refuse to provide information is governed by the Articles 16 and 17 of the APA, unless Article 50 paragraph 2 of this Act provides otherwise.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_49_p4,art_49,49,4,Art. 49 para. 4,"If the data subject has filed a report, the FDPIC shall inform them about the steps taken in response and the result of any investigation.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_50_p1,art_50,50,1,Art. 50 para. 1,"If the federal body or the private person fails to fulfil the duties to cooperate, the FDPIC may as part of the investigation order the following in particular:",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_50_p2,art_50,50,2,Art. 50 para. 2,Professional secrecy remains reserved.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_50_p3,art_50,50,3,Art. 50 para. 3,In order to enforce the measures under paragraph 1 the FDPIC may request support from other federal authorities and from the cantonal or communal police.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_51_p1,art_51,51,1,Art. 51 para. 1,"If data protection regulations have been violated, the FDPIC may order that the processing be modified, suspended or terminated, wholly or in part, and the personal data deleted or destroyed, wholly or in part.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_51_p2,art_51,51,2,Art. 51 para. 2,It may delay or prohibit disclosure abroad if this violates the requirements of Article 16 or 17 or provisions relating to the disclosure of personal data abroad in other federal acts.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_51_p3,art_51,51,3,Art. 51 para. 3,It may in particular order that the federal body or the private person:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_51_p4,art_51,51,4,Art. 51 para. 4,It may also order that private controllers with registered office or domicile abroad appoint a representative in accordance with Article 14.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_51_p5,art_51,51,5,Art. 51 para. 5,"If the federal body or the private person has taken the required measures during the investigation in order to restore compliance with the data protection regulations, the FDPIC may simply issue an official warning.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_52_p1,art_52,52,1,Art. 52 para. 1,The investigation proceedings and rulings under Articles 50 and 51 are governed by the APA.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_52_p2,art_52,52,2,Art. 52 para. 2,The only party is the federal body or the private person against which or whom an investigation has been opened.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_52_p3,art_52,52,3,Art. 52 para. 3,The FDPIC may contest appeal decisions of the Federal Administrative Court.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_53_p1,art_53,53,1,Art. 53 para. 1,Federal administrative authorities that supervise private persons or organisations outside the Federal Administration in accordance with another federal act shall invite the FDPIC to comment before they issue a ruling that relates to data protection issues.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_53_p2,art_53,53,2,Art. 53 para. 2,"If the FDPIC is conducting his or her own investigation against the same party, the two authorities shall coordinate their proceedings.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_54_p1,art_54,54,1,Art. 54 para. 1,Federal authorities and cantonal authorities shall provide the FDPIC with the information and personal data that it requires to fulfil its statutory duties.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_54_p2,art_54,54,2,Art. 54 para. 2,The FDPIC shall provide the following authorities with the information and personal data that they require to fulfil their statutory duties:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_55_p1,art_55,55,1,Art. 55 para. 1,"The FDPIC may exchange information or personal data with foreign authorities that are responsible for data protection in order that they may fulfil their respective statutory duties in relation to data protection, provided the following requirements are satisfied:",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_55_p2,art_55,55,2,Art. 55 para. 2,"In order to justify its request for administrative assistance or to comply with the request from an authority, the FDPIC may provide the following information in particular:",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_55_p3,art_55,55,3,Art. 55 para. 3,"Before the FDPIC provides information that may include professional, trade or manufacturing secrets to a foreign authority, it shall inform the natural persons or legal entities concerned that hold these secrets, and invite them to comment, unless this is not possible or requires disproportionate effort.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_56_p0,art_56,56,,Art. 56,The FDPIC shall keep a register of the processing activities of federal bodies. The register shall be published.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_57_p1,art_57,57,1,Art. 57 para. 1,The FDPIC shall submit a report on his or her activities to the Federal Assembly every year. He or she shall submit the report to the Federal Council at the same time. The report shall be published.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_57_p2,art_57,57,2,Art. 57 para. 2,"In cases of general interest, the FDPIC shall inform the public about its findings and rulings.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_58_p1,art_58,58,1,Art. 58 para. 1,The FDPIC shall also carry out the following tasks in particular:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_58_p2,art_58,58,2,Art. 58 para. 2,It may also advise federal bodies that are not subject to his or her supervision in accordance with Articles 2 and 4. The federal bodies may allow him or her to inspect files.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_58_p3,art_58,58,3,Art. 58 para. 3,"The FDPIC has the power to declare to foreign authorities that are responsible for data protection that direct service is permitted in relation to data protection in Switzerland, provided Switzerland is granted reciprocal rights.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_59_p1,art_59,59,1,Art. 59 para. 1,The FDPIC shall charge private persons fees for:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_59_p2,art_59,59,2,Art. 59 para. 2,The Federal Council shall specify the amount of the fees.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_59_p3,art_59,59,3,Art. 59 para. 3,It may stipulate the cases in which it is possible to waive or reduce a fee.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_60_p1,art_60,60,1,Art. 60 para. 1,"On complaint, a fine not exceeding 250,000 francs shall be imposed on private persons who:",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_60_p2,art_60,60,2,Art. 60 para. 2,"A fine not exceeding 250,000 francs shall be imposed on private persons who, in violation of Article 49 paragraph 3, wilfully provide the FDPIC with false information or wilfully fail to cooperate in the course of an investigation.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_61_p0,art_61,61,,Art. 61,"On complaint, a fine not exceeding 250,000 francs shall be imposed on private persons who wilfully:",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_62_p1,art_62,62,1,Art. 62 para. 1,"Any person who, while practising his or her profession, acquires knowledge of secret personal data for the purpose of that profession but thereafter wilfully discloses such data shall on complaint be liable to a fine not exceeding 250,000 francs.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_62_p2,art_62,62,2,Art. 62 para. 2,The same penalty shall apply to any person who wilfully discloses secret personal data that has come to his or her knowledge while carrying on an activity for or while training with a person subject to a duty of confidentiality.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_62_p3,art_62,62,3,Art. 62 para. 3,The disclosure of secret personal data after ceasing to practise a profession or after completing training is also a criminal offence.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_63_p0,art_63,63,,Art. 63,"Any private person who wilfully fails to comply with a ruling issued by the FDPIC or a decision of the appeal courts that refers to the penalty under this Article shall be liable to a fine not exceeding 250,000 francs.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_64_p1,art_64,64,1,Art. 64 para. 1,The criminal liability of businesses is governed by Articles 6 and 7 of the Federal Act of 22 March 1974 on Administrative Criminal Law (ACLA).,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_64_p2,art_64,64,2,Art. 64 para. 2,"If a fine not exceeding 50,000 francs is under consideration and if the identification of the perpetrators in accordance with Article 6 ACLA requires measures that would be disproportionate in view of the potential penalty, the authority may decide not to pursue these persons but instead to order the business to pay the fine (Art. 7 ACLA).",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_65_p1,art_65,65,1,Art. 65 para. 1,The prosecution and the adjudication of criminal acts is a matter for the cantons.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_65_p2,art_65,65,2,Art. 65 para. 2,The FDPIC may file a complaint with the competent prosecution authority and exercise the rights of a private claimant in the proceedings.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_66_p0,art_66,66,,Art. 66,Prosecution is subject to a statute of limitations of five years.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_67_p0,art_67,67,,Art. 67,The Federal Council may conclude international treaties relating to:,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_68_p0,art_68,68,,Art. 68,The repeal and the amendment of other legislation are regulated in Annex 1.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_69_p0,art_69,69,,Art. 69,"Articles 7, 22 and 23 do not apply to data processing that began before this Act comes into force, provided the purpose of processing remains unchanged and no new data are collected.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_70_p0,art_70,70,,Art. 70,"This Act does not apply to FDPIC investigations that are ongoing at the time that it comes into force; likewise, this Act does not apply to appeals pending against first instance decisions issued before it comes into force. Such cases are governed by the previous law.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_71_p0,art_71,71,,Art. 71,"For federal bodies, regulations in other federal legislation that relate to personal data shall continue to apply to the data of legal entities for five years from the date on which this Act come into force. In particular federal bodies may continue to disclose the data of legal entities in accordance with Article 57s paragraphs 1 and 2 of the Government and Administration Organisation Act of 21 March 1997 for five years from the date on which this Act come into force if there is a legal basis that authorises them to disclose personal data.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_72_p1,art_72,72,1,Art. 72 para. 1,The election of the Commissioner and the termination of his or her term of office shall be governed by the previous law until the end of the legislature period in which this Act comes into force.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_72_p2,art_72,72,2,Art. 72 para. 2,"If the incumbent is elected in the first vote of the United Federal Assembly to elect the Commissioner, the Commissioner's new term of office begins on the day after the election.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_72a_p0,art_72a,72a,,Art. 72a,"If the Commissioner's employment contract was based on the previous law, the previous law continues to apply.",KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_73_p0,art_73,73,,Art. 73,Coordination with other enactments is regulated in Annex 2.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_74_p1,art_74,74,1,Art. 74 para. 1,This Act is subject to an optional referendum.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
art_74_p2,art_74,74,2,Art. 74 para. 2,The Federal Council shall determine the commencement date.,KB 2/Switzerland/Switzerland Revised Federal Act on Data Protection.pdf
