cio_metric_id,number,section_heading,cio_metric_section_id,text,source_document
CIO-7.5.1,7.5.1,Ground Truth Testing,CIO-SEC-7,"Does the agency have a centralized blue team , decentralized blue teams, or no blue team(s) 46 (either staff or contracted)? (Centralized, Decentralized, No)",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-7.6,7.6,Ground Truth Testing,CIO-SEC-7,Threat Modeling,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-7.6.1,7.6.1,Ground Truth Testing,CIO-SEC-7,How many threat model evaluations were conducted Fiscal Year to Date? 47,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.1,8.1,Smart Patching,CIO-SEC-8,Does your agency have a centralized patch management process? (Yes/No),USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.1.1,8.1.1,Smart Patching,CIO-SEC-8,"If no, does your agency set centralized policies and standards for a patch management process? (Yes/No)",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.1.2,8.1.2,Smart Patching,CIO-SEC-8,"If yes, does the agency’s centralized patch management process utilize the severity of a vulnerability (e.g., KEV, CVSS, SSVC) to prioritize patches? (Yes/No)",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.2,8.2,Smart Patching,CIO-SEC-8,Does your patching prioritization process leverage significant automation? (Yes/No),USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.2.1,8.2.1,Smart Patching,CIO-SEC-8,"If yes, what percentage of software assets are covered by this automation?",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-8.3,8.3,Smart Patching,CIO-SEC-8,[Source: CDM] CDM-Reported mean time to remediate Known Exploited Vulnerabilities (KEVs) in days.,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.1,9.1,Vulnerability Disclosure,CIO-SEC-9,"What is the status of the agency’s Vulnerability Disclosure Program (VDP), per OMB Memorandum M-20-32, Improving Vulnerability Identification, Management, and Remediation?",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.2,9.2,Vulnerability Disclosure,CIO-SEC-9,Number of internet-accessible federal information systems (from 1.1) that are not in 51 scope of the agency’s VDP policy.,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3,9.3,Vulnerability Disclosure,CIO-SEC-9,VDP Metrics (Auto-populated by CISA from BOD 20-01 Data) VDP Metric Value,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.1,9.3.1,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Number of vulnerability disclosure reports,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.2,9.3.2,Vulnerability Disclosure,CIO-SEC-9,"[Source: CISA] Number of reported vulnerabilities determined to be valid (e.g., in scope and not false-positive)",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.3,9.3.3,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Number of currently open and valid reported vulnerabilities,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.4,9.3.4,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Median age (in days from receipt of the report) of currently open and valid reported vulnerabilities,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.5,9.3.5,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Median time to validate a submitted report,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.6,9.3.6,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Median time to remediate/mitigate a valid report,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-9.3.7,9.3.7,Vulnerability Disclosure,CIO-SEC-9,[Source: CISA] Median time to initially respond to the reporter,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.1,10.1,Resilience,CIO-SEC-10,Please fill in the following table regarding contingency plan activities. Data provided for the following table should be reported for systems where “covered by an annual test” means that the system has been tested within the past 365 days. Incident Response Disaster Recovery Type of Plan Contingency Plan Plan Plan Number of High systems 10.1.1.a 10.1.2.a 10.1.3.a from (1.1.1 and 1.1.2) that have been covered by an annual test Number of Moderate 10.1.1.b 10.1.2.b 10.1.3.b systems from (1.1.1 and 1.1.2) that have been covered by an annual test Number of Low systems 10.1.1.c 10.1.2.c 10.1.3.c from (1.1.1 and 1.1.2) that have been covered by an annual test Number of High systems 10.1.1.d 10.1.2.d 10.1.3.d from (1.1.1 and 1.1.2) that require this plan Number of Moderate 10.1.1.e 10.1.2.e 10.1.3.e systems from (1.1.1 and 1.1.2) that require this plan Number of Low systems 10.1.1.f 10.1.2.f 10.1.3.f from (1.1.1 and 1.1.2) that require this plan,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.2,10.2,Resilience,CIO-SEC-10,Does the agency have an Enterprise-wide Department or Agency Office of the CIO Business Continuity Plan 52 (either stand-alone or as part of your incident response or disaster recovery plans)? (Yes/No),USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.3,10.3,Resilience,CIO-SEC-10,"Number of HVA systems (from 1.1.5) for which an Information System Contingency Plan (ISCP) has been developed to guide the process for assessment and recovery of the system following a disruption (NIST SP 800-53r5 CP-2(1), NIST SP 800-34).",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.3.1,10.3.1,Resilience,CIO-SEC-10,"Number of HVA systems (from 1.1.5) that have an alternate processing site 53 identified and provisioned, operate multiple redundant sites for resiliency, or can be provisioned within the organization-defined time period for resumption (NIST SP 800- 53r5 CP-7(4)).",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.3.2,10.3.2,Resilience,CIO-SEC-10,"Number of HVA systems (from 10.3.1) for which an alternate processing site or redundant sites have been tested in the past year. For questions 10.4 through 10.7, please respond utilizing days, hours, minutes. If not mature enough to measure, leave blank. Please provide the following answers for the current Fiscal Year to date. Question Days Hours Minutes",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.4,10.4,Resilience,CIO-SEC-10,Mean Time to Detect,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.5,10.5,Resilience,CIO-SEC-10,Mean Time to Identify,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.6,10.6,Resilience,CIO-SEC-10,Mean Time to Recover,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.7,10.7,Resilience,CIO-SEC-10,Mean Time to Resolve,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8,10.8,Resilience,CIO-SEC-10,Endpoint Detection and Response (EDR),USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.1,10.8.1,Resilience,CIO-SEC-10,"For questions under 10.8.1, delineate the number of GFE (from 1.2.1):",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.1.1,10.8.1.1,Resilience,CIO-SEC-10,How many GFE (from 1.2.1) are covered by at least one EDR platform in the Agency that has been coordinated and vetted through CISA’s EDR initiative?,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.1.2,10.8.1.2,Resilience,CIO-SEC-10,How many GFE (from 1.2.1) cannot utilize the EDR capabilities of the platforms identified in 10.8.1.1?,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.1.3,10.8.1.3,Resilience,CIO-SEC-10,"How many GFE (from 10.8.1.2) are covered by other on-device tools that provide centralized visibility and fit-for-purpose threat detection and response capabilities, such as Enterprise Mobility Management (EMM) and Mobile Threat Defense (MTD)? 58 As described by OMB Circular A-130. Alternate processing sites include cloud concepts such as cross region failover or availability zones The mean amount of time it takes for the organization to discover—or detect—an incident (whether through automated or manual means). The mean amount of time between when the organization receives and investigates an alert. The mean time between the start of an incident and the complete recovery back to normal operations. The mean time between the start of an incident and full remediation, including the time spent to prevent future recurrences and post incident analysis. As described by NIST SP 1800-21A: Mobile Device Security: Corporate-Owned Personally-Enabled (COPE), September 2020.",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.2,10.8.2,Resilience,CIO-SEC-10,- Has your agency selected an enterprise endpoint detection and response (EDR) platform for the agency/department to implement as outlined in OMB Memorandum 22- 01? (Yes/No),USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.2.1,10.8.2.1,Resilience,CIO-SEC-10,Please provide the number of EDR platforms deployed across the agency.,USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
CIO-10.8.3,10.8.3,Resilience,CIO-SEC-10,"- Referring to CISA’s EDR Maturity Model 60 (required by M-22-01), please select an operational level of maturity (initial, advanced, optimal) for your agency’s utilization of EDR technology(ies) in your enterprise: Initial: Intermittent operational use, alerts are triaged manually, as well as on an ad-hoc basis. Advanced: Moderate level of expertise depending on SOC. Tool tuning, scheduled sweeps, and conducting threat hunting activities. Some automation employed to triage events and alerts. False positives are significantly reduced. Optimal: Highly tuned and integrated into daily SOC operations (security event/incident investigations) with well-practiced incident response playbooks (automated if possible), and comprehensive reporting. False positives are exceptionally rare and automation is heavily employed to minimize human interactions with the EDR solution to triage common alerts. Dynamic policies are employed to allow the EDR solution to go beyond static identification and detection of anomalous activity.",USA_FISMA_FY25_FISMA_CIO_Metrics_v1_1.txt
