source_id,target_id,rel_type,target_kind,ordinal,accessed_date,accessed_date_stated,stated_source_text,source_document
DTOM-L2A-CPS-POL-004,src_48c6b506ff69,CITES,Source,48,2025-12-14,"December 14, 2025","NIST Cybersecurity Center Outlines Roadmap for Secure Migration - The Quantum Insider, accessed on December 14, 2025, <https://thequantuminsider.com/2025/09/19/nist-cybersecurity-center-outlines-roadmap-for-secure-migration/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_f8e4e340290c,CITES,Source,49,2025-12-14,"December 14, 2025","Vulnerability assessments for Defender for Container supported environments, accessed on December 14, 2025, <https://learn.microsoft.com/en-us/azure/defender-for-cloud/agentless-vulnerability-assessment-azure>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_0886249cd2de,CITES,Source,50,2025-12-14,"December 14, 2025","How To Design a Cloud Security Policy | CrowdStrike, accessed on December 14, 2025, <https://www.crowdstrike.com/en-us/cybersecurity-101/cloud-security/cloud-security-policy/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_57d1091c826e,CITES,Source,51,2025-12-14,"December 14, 2025","Policy & Governance FinOps Framework Capability, accessed on December 14, 2025, <https://www.finops.org/framework/capabilities/policy-governance/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_fc00c5903dfd,CITES,Source,52,2025-12-14,"December 14, 2025","Optimizing Cybersecurity Costs with FinOps - Microsoft Community Hub, accessed on December 14, 2025, <https://techcommunity.microsoft.com/blog/microsoft-security-blog/optimizing-cybersecurity-costs-with-finops/4409333>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_7561f2e46069,CITES,Source,53,2025-12-14,"December 14, 2025","Everything is better as code: Using FinOps to manage cloud costs - McKinsey, accessed on December 14, 2025, <https://www.mckinsey.com/capabilities/tech-and-ai/our-insights/everything-is-better-as-code-using-finops-to-manage-cloud-costs>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_47531b159ce0,CITES,Source,54,2025-12-14,"December 14, 2025","How to Optimize Cloud Usage - The FinOps Foundation, accessed on December 14, 2025, <https://www.finops.org/wg/how-to-optimize-cloud-usage/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-CPS-POL-004,src_70674870bb63,CITES,Source,55,2025-12-14,"December 14, 2025","Cloud Security Policies: Top 6 Policies - SentinelOne, accessed on December 14, 2025, <https://www.sentinelone.com/cybersecurity-101/cloud-security/cloud-security-policies/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,doc_06_dtom_contextual_architecture_for_data_privacy_protection_docx,CITES,InternalDocument,1,,,06 - DTOM Contextual Architecture for Data Privacy & Protection.docx,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_77d5f614afd3,CITES,Source,2,2025-12-14,"December 14, 2025","Integrating Privacy by Design Principles into the Software Development Life Cycle - TrustArc, accessed December 14, 2025, <https://trustarc.com/resource/integrating-privacy-by-design-principles-software-development-life-cycle/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_70189cfe45ca,CITES,Source,3,2025-12-14,"December 14, 2025","New Draft White Paper | PQC Migration: Mappings to Risk Framework Docs | NIST, accessed December 14, 2025, <https://www.nist.gov/news-events/news/2025/09/new-draft-white-paper-pqc-migration-mappings-risk-framework-docs>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_79846db15674,CITES,Source,4,2025-12-14,"December 14, 2025","Building trustworthy Agentic AI starts with the right guardrails, accessed December 14, 2025, <https://sigmoidanalytics.medium.com/building-trustworthy-agentic-ai-starts-with-the-right-guardrails-0ecf740b5f74>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_9224279c44c6,CITES,Source,5,2025-12-14,"December 14, 2025","IR 8547, Transition to Post-Quantum Cryptography Standards | CSRC, accessed December 14, 2025, <https://csrc.nist.gov/pubs/ir/8547/ipd>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_bb169295103d,CITES,Source,6,2025-12-14,"December 14, 2025","Agentic AI: Part 7— Governance in Agentic AI, accessed December 14, 2025, <https://arunapattam.medium.com/agentic-ai-part-7-governance-in-agentic-ai-598eebf48673>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_e509c5a26eb5,CITES,Source,7,2025-12-14,"December 14, 2025","What Is Data Classification? - Palo Alto Networks, accessed December 14, 2025, <https://www.paloaltonetworks.com/cyberpedia/data-classification>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_7f1c74da7c33,CITES,Source,8,2025-12-14,"December 14, 2025","Data protection by design and default checklist - Taylor Wessing, accessed December 14, 2025, <https://www.taylorwessing.com/en/global-data-hub/2020/march---data-protection-by-design-and-default/data-protection-by-design-and-default-checklist>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_11f47d277c0f,CITES,Source,9,2025-12-14,"December 14, 2025","Data Loss Prevention (DLP) Best Practices - CrowdStrike, accessed December 14, 2025, <https://www.crowdstrike.com/en-us/cybersecurity-101/data-protection/dlp-best-practices/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_10f04cf2bae4,CITES,Source,10,2025-12-14,"December 14, 2025","Privacy by Design Documentation for Software Engineers Version 1.0 - Index of /, accessed December 14, 2025, <https://docs.oasis-open.org/pbd-se/pbd-se/v1.0/pbd-se-v1.0.html>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_ed0717c63afc,CITES,Source,11,2025-12-14,"December 14, 2025","Privacy Engineering: Software Developers and Engineers - IAPP, accessed December 14, 2025, <https://iapp.org/resources/article/privacy-engineering-software-developers-and-engineers/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_2fd10ed70456,CITES,Source,12,2025-12-14,"December 14, 2025","Privacy by design and by default. A guide for developers - Autoritat Catalana de Protecció de Dades, accessed December 14, 2025, <https://apdcat.gencat.cat/web/.content/03-documentacio/documents/guiaDesenvolupadors/GUIA-PDDD_EN.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_f9e108475cd5,CITES,Source,13,2025-12-14,"December 14, 2025","Perimeter Security vs Zero Trust: Paving the Way for Cybersecurity Transformation | Tufin, accessed December 14, 2025, <https://www.tufin.com/blog/perimeter-security-vs-zero-trust-cybersecurity-transformation>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_ca31af7f0909,CITES,Source,14,2025-12-14,"December 14, 2025","RACI Definitions - Virginia Office of Data Governance and Analytics, accessed December 14, 2025, <https://www.odga.virginia.gov/media/governorvirginiagov/chief-data-officer/images/Data-Governance-RACI-Template.xlsx>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_e0c989588a8a,CITES,Source,15,2025-12-14,"December 14, 2025","Key Things CISOs Should Know About Data Privacy, accessed December 14, 2025, <https://www.evanta.com/resources/ciso/blog/key-things-cisos-should-know-about-data-privacy>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_1d88414c445e,CITES,Source,16,2025-12-14,"December 14, 2025","Data Classification Guide and The NIST Classification Levels - Ignyte Assurance Platform, accessed December 14, 2025, <https://www.ignyteplatform.com/blog/nist/data-classification-nist-levels/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_9283fdb3d813,CITES,Source,17,2025-12-14,"December 14, 2025","Data Loss Prevention (DLP): 2025 Guide & Best Practices - Forcepoint, accessed December 14, 2025, <https://www.forcepoint.com/blog/insights/data-loss-prevention-guide>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_f7dcb8fa9142,CITES,Source,18,2025-12-14,"December 14, 2025","What Is Data Loss Prevention (DLP) Compliance? - Palo Alto Networks, accessed December 14, 2025, <https://www.paloaltonetworks.com/cyberpedia/data-loss-prevention-dlp-compliance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_9542b0cbbe20,CITES,Source,19,2025-12-14,"December 14, 2025","What Is Data Loss Prevention (DLP)? - Meaning, Protection | Proofpoint US, accessed December 14, 2025, <https://www.proofpoint.com/us/threat-reference/dlp>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_9ca155c943ee,CITES,Source,20,2025-12-14,"December 14, 2025","What Is Zero Trust Architecture? Key Elements and Use Cases - Palo Alto Networks, accessed December 14, 2025, <https://www.paloaltonetworks.com/cyberpedia/what-is-a-zero-trust-architecture>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_b4df84df3ca5,CITES,Source,21,2025-12-14,"December 14, 2025","What is Zero Trust? - Guide to Zero Trust Security - CrowdStrike, accessed December 14, 2025, <https://www.crowdstrike.com/en-us/cybersecurity-101/zero-trust-security/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_50702143d36a,CITES,Source,22,2025-12-14,"December 14, 2025","What is Zero Trust? | Microsoft Learn, accessed December 14, 2025, <https://learn.microsoft.com/en-us/security/zero-trust/zero-trust-overview>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_25a30d14beaf,CITES,Source,23,2025-12-14,"December 14, 2025","What is Data Minimization and Why is it Important? - Kiteworks, accessed December 14, 2025, <https://www.kiteworks.com/risk-compliance-glossary/data-minimization/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_3a591a84735f,CITES,Source,24,2025-12-14,"December 14, 2025","Data Retention Policy Examples: Templates & Best Practices - Comp AI, accessed December 14, 2025, <https://trycomp.ai/data-retention-policy-examples>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_9e296c7cfe55,CITES,Source,25,2025-12-14,"December 14, 2025","Key Insights from NIST's Latest Report on Crypto-Agility | Encryption Consulting, accessed December 14, 2025, <https://www.encryptionconsulting.com/nists-report-on-crypto-agility/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_37b0bc13a74a,CITES,Source,26,2025-12-14,"December 14, 2025","Agentic AI Frameworks: Identity, Security, Governance - Okta, accessed December 14, 2025, <https://www.okta.com/identity-101/agentic-ai-framework/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_5a8993e3938f,CITES,Source,27,2025-12-14,"December 14, 2025","Standardization landscape for privacy: Part 1 — The NIST Privacy Framework | IAPP, accessed December 14, 2025, <https://iapp.org/news/a/standardization-landscape-for-privacy-part-1-the-nist-privacy-framework>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_0667dd267401,CITES,Source,28,2025-12-14,"December 14, 2025","Compliance with ISO 27701 vs. ISO 27001 - myOneTrust, accessed December 14, 2025, <https://my.onetrust.com/s/article/UUID-cbfb7cc0-48c6-7e08-85b3-1122460ba17b?topicId=0TO3q000000g8PbGAI>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_568d7a8ec056,CITES,Source,29,2025-12-14,"December 14, 2025","Crypto-Transition and Agility - NIST Computer Security Resource Center, accessed December 14, 2025, <https://csrc.nist.gov/csrc/media/Presentations/2024/cryptographic-agility-and-transition-rd-and-plans/Chen-Day2-Crypto-Agility_and%2BTransition_R_and_D_Plans.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_f720c10fcfc1,CITES,Source,30,2025-12-14,"December 14, 2025","NIST CSWP 39 second public draft, Considerations for Achieving Crypto Agility: Strategies and Practices, accessed December 14, 2025, <https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.2pd.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_c4f761059e01,CITES,Source,31,2025-12-14,"December 14, 2025","Data Loss Prevention policy reference | Microsoft Learn, accessed December 14, 2025, <https://learn.microsoft.com/en-us/purview/dlp-policy-reference>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_777b08b6df50,CITES,Source,32,2025-12-14,"December 14, 2025","Agentic AI security: Complete guide to threats, risks & best practices 2025 - Rippling, accessed December 14, 2025, <https://www.rippling.com/blog/agentic-ai-security>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_c26129695535,CITES,Source,33,2025-12-14,"December 14, 2025","What are the Best Enterprise Key Management Strategies? - Entrust, accessed December 14, 2025, <https://www.entrust.com/resources/learn/best-enterprise-key-management-strategies>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_fb6acaf4e231,CITES,Source,34,2025-12-14,"December 14, 2025","AI Agents Are Here. So Are the Threats., accessed December 14, 2025, <https://unit42.paloaltonetworks.com/agentic-ai-threats/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_8d18c8607fd1,CITES,Source,35,2025-12-14,"December 14, 2025","SP 800-57 Part 1 Rev. 5, Recommendation for Key Management: Part 1 – General | CSRC, accessed December 14, 2025, <https://csrc.nist.gov/pubs/sp/800/57/pt1/r5/final>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_931e71b398c4,CITES,Source,36,2025-12-14,"December 14, 2025","Data Sovereignty in 2025: Cross-Border Compliance & Localisation - Sovy, accessed December 14, 2025, <https://www.sovy.com/blog/data-sovereignty/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_438228b3bfa7,CITES,Source,37,2025-12-14,"December 14, 2025","Draft practical guide - Transfer impact assessment - CNIL, accessed December 14, 2025, <https://www.cnil.fr/sites/cnil/files/2024-01/draft_practical_guide_transfer_impact_assessment.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_d5725702e39e,CITES,Source,38,2025-12-14,"December 14, 2025","Data sovereignty: essential guide for Cloud providers and IT leaders - CloudFest, accessed December 14, 2025, <https://www.cloudfest.com/blog/data-sovereignty-essential-guide-for-cloud-providers-and-it-leaders>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_fe21be8e812e,CITES,Source,39,2025-12-14,"December 14, 2025","Key Management - Recommendations and Best Practices - Encryption Consulting, accessed December 14, 2025, <https://www.encryptionconsulting.com/key-management-and-nist-recommendations/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_6a7f0ee1ce0e,CITES,Source,40,2025-12-14,"December 14, 2025","NIST PQC: The Road Ahead, accessed December 14, 2025, <https://csrc.nist.gov/csrc/media/Presentations/2025/nist-pqc-the-road-ahead/images-media/rwcpqc-march2025-moody.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_f28221c5ea7b,CITES,Source,41,2025-12-14,"December 14, 2025","Cryptographic Inventory Vendors and Methodologies, accessed December 14, 2025, <https://postquantum.com/post-quantum/cryptographic-inventory-vendors/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_fab9d6134022,CITES,Source,42,2025-12-14,"December 14, 2025","NIST CSWP 39 initial public draft, Considerations for Achieving Crypto Agility: Strategies and Practices, accessed December 14, 2025, <https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.ipd.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_ebe268a4ba59,CITES,Source,43,2025-12-14,"December 14, 2025","AI Agent Governance: Big Challenges, Big Opportunities | IBM, accessed December 14, 2025, <https://www.ibm.com/think/insights/ai-agent-governance>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_e32dadfa1f87,CITES,Source,44,2025-12-14,"December 14, 2025","Data Exfiltration Via AI Prompt Injection - PurpleSec, accessed December 14, 2025, <https://purplesec.us/learn/data-exfiltration-ai-prompt-injection/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_b1a05c3cc0dc,CITES,Source,45,2025-12-14,"December 14, 2025","Agentic AI Guardrails: Prevent Data Leaks and Strengthen Security - Akto, accessed December 14, 2025, <https://www.akto.io/blog/agentic-ai-guardrails>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-DPP-POL-006,src_45d25d422973,CITES,Source,46,2025-12-14,"December 14, 2025","Safeguard Agentic AI Systems with the NVIDIA Safety Recipe, accessed December 14, 2025, <https://developer.nvidia.com/blog/safeguard-agentic-ai-systems-with-the-nvidia-safety-recipe/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,doc_enterprise_iam_policy_ii_docx,CITES,InternalDocument,1,,,Enterprise\_IAM\_Policy II.docx,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_ff3f4405ad1b,CITES,Source,2,2025-12-13,"December 13, 2025","Why Identity Is the Cornerstone of Zero Trust Architecture - Veza, accessed December 13, 2025, <https://veza.com/blog/identity-zero-trust-architecture/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_90284f8bc646,CITES,Source,3,2025-12-13,"December 13, 2025","Transitioning to Post-Quantum Cryptography in IAM - YouTube, accessed December 13, 2025, <https://www.youtube.com/watch?v=g7PnSFV8YfY>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_af415949575f,CITES,Source,4,2025-12-13,"December 13, 2025","IAM Best Practices for AI Agents - Ping Identity, accessed December 13, 2025, <https://www.pingidentity.com/en/resources/identity-fundamentals/agentic-ai/iam-best-practices-ai-agents.html>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_886ae740fd2c,CITES,Source,5,2025-12-13,"December 13, 2025","Securing AI agents 101: Understanding the new identity frontier - SailPoint, accessed December 13, 2025, <https://www.sailpoint.com/identity-library/securing-ai-agents>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_f4dd86c25751,CITES,Source,6,2025-12-13,"December 13, 2025","Agentic AI governance and compliance: Managing autonomous AI risk - Okta, accessed December 13, 2025, <https://www.okta.com/identity-101/agentic-ai-governance-and-compliance/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_e4aa0828ee2c,CITES,Source,7,2025-12-13,"December 13, 2025","Examining NIST CSF 2.0: Everything you need to know - SecurityScorecard, accessed December 13, 2025, <https://securityscorecard.com/blog/examining-nist-csf-2-0-everything-you-need-to-know/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_59ca7ae9a4c2,CITES,Source,8,2025-12-13,"December 13, 2025","NIST Cybersecurity Framework 2.0: Resource & Overview Guide, accessed December 13, 2025, <https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.1299.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_6fdb00b13321,CITES,Source,9,2025-12-13,"December 13, 2025","EIC 2025 Q&A: Operationalizing the Identity Fabrics and Reference Architecture | Analyst Chat 254 - YouTube, accessed December 13, 2025, <https://www.youtube.com/watch?v=ryjruA6YLFs>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_f53ed45e8e17,CITES,Source,10,2025-12-13,"December 13, 2025","Implementing Technological Controls in ISO 27001 | URM Consulting, accessed December 13, 2025, <https://www.urmconsulting.com/blog/implementing-technological-controls-in-iso-27001>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_1794d138e832,CITES,Source,11,2025-12-13,"December 13, 2025","PQC Migration Roadmap - Post-Quantum Cryptography Coalition |, accessed December 13, 2025, <https://pqcc.org/post-quantum-cryptography-migration-roadmap/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_23ca11202262,CITES,Source,12,2025-12-13,"December 13, 2025","ISO 27001 to FedRAMP Moderate Rev5 Control Mapping - Esri, accessed December 13, 2025, <https://content.esri.com/resources/enterprisegis/mapping_iso27001_fedramp_moderate_rev5.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_3046ae629679,CITES,Source,13,2025-12-13,"December 13, 2025","ISO 27001:2022 Annex A Explained & Simplified - ISMS.online, accessed December 13, 2025, <https://www.isms.online/iso-27001/annex-a-2022/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_fc25961802cb,CITES,Source,14,2025-12-13,"December 13, 2025","ISO/IEC 27001:2022 Annex A - Control Mapping to Netskope Products, accessed December 13, 2025, <https://www.netskope.com/wp-content/uploads/2024/03/iso-iec-27001-2022-annex-control-mapping-to-netskope-products.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_cbc9bae5b1df,CITES,Source,15,2025-12-13,"December 13, 2025","The Future of Digital Identity: What's Next in Securing Who We Are - Entrust, accessed December 13, 2025, <https://www.entrust.com/blog/2025/10/the-future-of-digital-identity-whats-next-in-securing-who-we-are>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_e06bc9ee2342,CITES,Source,16,2025-12-13,"December 13, 2025","Weaving Your Zero Trust Identity Fabric - Broadcom Inc., accessed December 13, 2025, <https://docs.broadcom.com/docs/weaving-your-zero-trust-identify-fabric-ebook>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_69c65391334d,CITES,Source,17,2025-12-13,"December 13, 2025","Zero Trust isn't dead – it's becoming built-in security by design | SC Media, accessed December 13, 2025, <https://www.scworld.com/perspective/zero-trust-isnt-dead-its-becoming-built-in-security-by-design>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_0bbc253f3bba,CITES,Source,18,2025-12-13,"December 13, 2025","Artificial Intelligence Risk Management Framework (AI RMF 1.0) - NIST Technical Series Publications, accessed December 13, 2025, <https://nvlpubs.nist.gov/nistpubs/ai/nist.ai.100-1.pdf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_878833d8fc01,CITES,Source,19,2025-12-13,"December 13, 2025","NIST SP 800-63-3 & 63-4: Digital Identity Guidelines - HYPR Blog, accessed December 13, 2025, <https://blog.hypr.com/nist-sp-800-63-3-digital-identity-guidelines-review>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_68b6a490c0c2,CITES,Source,20,2025-12-13,"December 13, 2025","NIST Special Publication 800-63-4, accessed December 13, 2025, <https://pages.nist.gov/800-63-4/sp800-63.html>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_a18242b1f6f5,CITES,Source,21,2025-12-13,"December 13, 2025","Let's get Digital! Updated Digital Identity Guidelines are Here! | NIST, accessed December 13, 2025, <https://www.nist.gov/blogs/cybersecurity-insights/lets-get-digital-updated-digital-identity-guidelines-are-here>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-IAM-POL-001,src_40272e1cc6a9,CITES,Source,22,2025-12-13,"December 13, 2025","Safeguard the Future of AI: The Core Functions of the NIST AI RMF - AuditBoard, accessed December 13, 2025, <https://auditboard.com/blog/nist-ai-rmf>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,doc_dtom_contextual_architecture_for_infrastructure_network_security_docx,CITES,InternalDocument,1,,,DTOM Contextual Architecture for Infrastructure & Network Security.docx,DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,src_0236d6a2af7f,CITES,Source,2,2025-12-14,"December 14, 2025","Seven Tenets of Zero Trust Architecture - Stratix Systems, accessed on December 14, 2025, <https://stratixsystems.com/seven-tenets-of-zero-trust-architecture/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,src_701dda2fc377,CITES,Source,3,2025-12-14,"December 14, 2025","What is the NIST SP 800-207 cybersecurity framework? - CyberArk, accessed on December 14, 2025, <https://www.cyberark.com/what-is/nist-sp-800-207-cybersecurity-framework/>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,src_1baed8483b46,CITES,Source,4,2025-12-14,"December 14, 2025","What Is Zero Trust Architecture (ZTA) ? NIST 800–207 Zero Trust Architecture | by Tahir | Medium, accessed on December 14, 2025, <https://medium.com/@tahirbalarabe2/what-is-zero-trust-architecture-zta-nist-800-207-zero-trust-architecture-2816a9430ea6>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,src_73df7e065fbe,CITES,Source,5,2025-12-14,"December 14, 2025","Microsegmentation Beginner's Guide - StrongDM, accessed on December 14, 2025, <https://www.strongdm.com/blog/microsegmentation>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
DTOM-L2A-INS-POL-002,src_ba94e4723c78,CITES,Source,6,2025-12-14,"December 14, 2025","Microsegmentation Best Practices - Elisity, accessed on December 14, 2025, <https://www.elisity.com/blog/microsegmentation-best-practices>",DTOP-OLD/client/src/assets/docs/knowledgeRepository/info/templateSources.json
